Rt,temp_tip,temp_ceramic,temp_flange,Relay
13:35:05,-33.488804,-19.686071,-2.9868088,10
13:35:17,-33.575195,-19.789536,-3.008614,10
13:35:29,-33.648304,-19.786201,-3.0287418,10
13:35:41,-33.714756,-19.839602,-3.033774,10
13:35:53,-33.821083,-19.949734,-3.040483,10
13:36:05,-33.895844,-20.024826,-3.0689971,10
13:36:17,-33.957306,-20.029835,-3.1159608,10
13:36:28,-34.060303,-20.099913,-3.1277015,10
13:36:40,-34.158306,-20.225058,-3.1612468,10
13:36:52,-34.26296,-20.2918,-3.1998234,10
13:37:04,-34.369267,-20.36021,-3.2199502,10
13:37:16,-34.498817,-20.468655,-3.260203,10
13:37:28,-34.548653,-20.542067,-3.2971013,10
13:37:40,-34.649967,-20.617142,-3.3222587,10
13:37:52,-34.76124,-20.692219,-3.3574786,10
13:38:03,-34.82435,-20.757282,-3.4195328,10
13:38:15,-34.909046,-20.765625,-3.4463668,10
13:38:27,-34.993736,-20.854036,-3.4614606,10
13:38:39,-35.068474,-20.929111,-3.4832625,10
13:38:51,-35.146523,-21.024195,-3.5201583,10
13:39:03,-35.2229,-21.034206,-3.560407,11
13:39:15,-35.28767,-21.099258,-3.6090407,11
13:39:26,-35.418842,-21.184332,-3.6425815,11
13:39:38,-35.49356,-21.27941,-3.6912148,11
13:39:50,-35.578236,-21.281076,-3.7113385,11
13:40:02,-35.66624,-21.432858,-3.7465546,11
13:40:14,-35.762535,-21.481228,-3.7985396,11
13:40:26,-35.83559,-21.551283,-3.838786,11
13:40:38,-35.901997,-21.606323,-3.872324,11
13:40:50,-36.003265,-21.669699,-3.8941236,11
13:41:01,-36.07299,-21.801449,-3.9293365,11
13:41:13,-36.174244,-21.838139,-3.9695816,11
13:41:25,-36.2257,-21.884832,-4.008149,11
13:41:37,-36.320324,-21.876495,-4.013179,11
13:41:49,-36.419918,-21.961546,-4.031625,11
13:42:01,-36.486317,-22.014912,-4.0701904,11
13:42:13,-36.574284,-22.103296,-4.1154633,11
13:42:25,-36.655617,-22.200012,-4.175827,11
13:42:36,-36.76349,-22.28339,-4.226129,11
13:42:48,-36.8332,-22.363422,-4.264693,11
13:43:00,-36.927803,-22.425121,-4.298226,11
13:43:12,-36.98754,-22.495148,-4.32673,11
13:43:24,-37.08712,-22.556843,-4.37703,11
13:43:36,-37.161793,-22.576847,-4.400502,11
13:43:48,-37.26966,-22.675219,-4.434034,11
13:44:00,-37.345997,-22.74358,-4.4658895,11
13:44:11,-37.465466,-22.865282,-4.511157,11
13:44:23,-37.584938,-22.926968,-4.549718,11
13:44:35,-37.67619,-23.01699,-4.6016912,11
13:44:47,-37.759148,-23.097012,-4.6620455,11
13:44:59,-37.855377,-23.2037,-4.7240744,11
13:45:11,-37.961555,-23.27538,-4.767663,11
13:45:23,-38.054462,-23.350391,-4.834719,11
13:45:35,-38.1175,-23.4304,-4.8866873,11
13:45:46,-38.235287,-23.530413,-4.9369783,11
13:45:58,-38.321545,-23.618753,-4.98224,11
13:46:10,-38.377945,-23.685425,-5.029177,11
13:46:22,-38.460884,-23.737091,-5.0794654,11
13:46:34,-38.555428,-23.792095,-5.1129904,11
13:46:46,-38.62676,-23.885427,-5.148193,11
13:46:58,-38.70969,-23.933758,-5.076113,11
13:47:10,-38.785984,-24.008755,-5.0744367,11
13:47:21,-38.892128,-24.09708,-5.173337,11
13:47:33,-38.96178,-24.172073,-5.2537947,11
13:47:45,-39.03808,-24.247063,-5.3191657,11
13:47:57,-39.14421,-24.350384,-5.389564,11
13:48:09,-39.20723,-24.412043,-5.4633126,11
13:48:21,-39.28683,-24.433704,-5.5035386,11
13:48:33,-39.338234,-24.508686,-5.5370607,11
13:48:45,-39.459286,-24.61033,-5.5823126,11
13:48:56,-39.53888,-24.691975,-5.6476774,11
13:49:08,-39.62841,-24.77362,-5.7130404,11
13:49:20,-39.722923,-24.866919,-5.7566156,11
13:49:32,-39.80085,-24.91357,-5.8085694,11
13:49:44,-39.883755,-24.991879,-5.857171,11
13:49:56,-39.963337,-25.055187,-5.9124746,11
13:50:08,-40.052864,-25.125156,-5.972805,11
13:50:20,-40.109226,-25.213455,-6.0214043,11
13:50:31,-40.187145,-25.295084,-6.056596,11
13:50:43,-40.236877,-25.345062,-5.9577227,11
13:50:55,-40.316452,-25.4017,-5.8471146,11
13:51:07,-40.38607,-25.420023,-5.853819,11
13:51:19,-40.459015,-25.514973,-5.9677773,11
13:51:31,-40.535263,-25.593266,-6.0834084,11
13:51:43,-40.59659,-25.656559,-6.1604934,11
13:51:55,-40.666206,-25.741512,-6.2107654,11
13:52:07,-40.73417,-25.79148,-6.27109,11
13:52:18,-40.78721,-25.816462,-6.328064,11
13:52:30,-40.88002,-25.844778,-6.3716297,11
13:52:42,-40.94134,-25.919733,-6.4168725,11
13:52:54,-40.99935,-25.989681,-6.4537354,11
13:53:06,-41.068962,-26.086279,-6.488923,11
