Real time 	Temp_Tip 	Temp_Ceramic 	temp_Flange 	N2 Flow 	MV 	
0:00:01.001781,19.278,20.123,20.596,,-85.483
0:00:01.895083,19.245,20.089,20.562,"17.63
",-14.284
0:00:02.812468,19.177,20.055,20.528,"17.77
",-14.385
0:00:03.729922,19.177,20.089,20.528,"17.66
",-14.349
0:00:04.647833,19.11,20.089,20.461,"17.89
",-14.306
0:00:05.565044,19.11,20.055,20.461,"17.40
",-14.373
0:00:06.482733,19.042,20.021,20.427,"18.09
",-14.262
0:00:07.399914,18.975,20.021,20.427,"17.43
",-14.398
0:00:08.313599,18.941,20.021,20.427,"18.11
",-14.215
0:00:09.230431,18.873,19.954,20.427,"17.91
",-14.349
0:00:10.147925,18.873,19.988,20.461,"18.17
",-14.349
0:00:11.065432,18.839,19.954,20.427,"17.86
",-14.275
0:00:11.982965,18.738,19.954,20.393,"17.51
",-14.341
0:00:12.900425,18.704,19.92,20.325,"17.26
",-14.229
0:00:13.817909,18.704,19.92,20.359,"18.00
",-14.217
0:00:13.817909,18.997034,20.00565,20.456024,"18.00
"
0:00:14.734870,18.637,19.853,20.393,"20.11
",-14.316
0:00:15.648111,18.603,19.853,20.359,"15.80
",-14.316
0:00:16.565631,18.536,19.853,20.325,"19.49
",-14.205
0:00:17.483143,18.468,19.819,20.359,"19.89
",-14.267
0:00:18.400733,18.434,19.819,20.359,"21.26
",-14.263
0:00:19.318227,18.367,19.751,20.325,"16.46
",-14.259
0:00:20.235752,18.299,19.717,20.325,"14.57
",-14.143
0:00:21.152781,18.266,19.717,20.258,"13.69
",-14.239
0:00:22.067230,18.198,19.684,20.258,"14.09
",-14.235
0:00:22.984694,18.13,19.684,20.292,"14.17
",-14.156
0:00:23.902202,18.097,19.65,20.258,"14.63
",-14.219
0:00:24.819654,18.029,19.582,20.258,"14.03
",-14.14
0:00:25.737195,17.995,19.582,20.19,"12.97
",-14.202
0:00:26.653574,17.928,19.549,20.258,"14.03
",-14.161
0:00:27.570770,17.827,19.549,20.19,"13.26
",-14.227
0:00:27.570770,18.26553,19.708437,20.287128,"13.26
"
0:00:28.485012,17.759,19.515,20.224,"13.69
",-14.116
0:00:29.402549,17.692,19.515,20.123,"14.14
",-14.104
0:00:30.319976,17.658,19.447,20.157,"13.34
",-14.203
0:00:31.237424,17.59,19.413,20.157,"14.00
",-14.092
0:00:32.154971,17.489,19.38,20.157,"14.26
",-14.117
0:00:33.072502,17.489,19.413,20.157,"13.71
",-14.146
0:00:33.989931,17.422,19.346,20.157,"14.43
",-14.104
0:00:34.905543,17.354,19.278,20.123,"14.34
",-14.059
0:00:35.820220,17.253,19.278,20.055,"13.43
",-14.121
0:00:36.737653,17.185,19.211,20.123,"13.49
",-14.08
0:00:37.655230,17.152,19.177,20.089,"14.31
",-14.035
0:00:38.572825,17.05,19.143,20.055,"14.31
",-14.06
0:00:39.490197,16.983,19.11,20.055,"13.71
",-14.052
0:00:40.407621,16.983,19.11,20.021,"13.66
",-14.043
0:00:41.324934,16.882,19.042,20.021,"13.86
",-13.998
0:00:41.324934,17.32718,19.298687,20.113735,"13.86
"
0:00:42.238027,16.78,19.008,20.021,"13.37
",-14.098
0:00:43.155515,16.713,19.008,20.021,"13.69
",-13.986
0:00:44.073138,16.612,18.975,19.954,"14.11
",-14.048
0:00:44.990607,16.578,18.941,19.954,"13.97
",-14.007
0:00:45.908116,16.511,18.839,19.92,"13.71
",-13.888
0:00:46.825589,16.376,18.873,19.886,"13.86
",-14.016
0:00:47.743078,16.342,18.806,19.853,"14.29
",-13.975
0:00:48.655848,16.241,18.772,19.886,"13.94
",-13.929
0:00:49.573421,16.173,18.704,19.92,"13.63
",-13.954
0:00:50.490888,16.106,18.671,19.853,"13.17
",-13.947
0:00:51.408342,16.004,18.637,19.819,"14.17
",-13.938
0:00:52.325785,15.903,18.637,19.819,"13.86
",-13.893
0:00:53.243309,15.87,18.569,19.819,"14.17
",-13.881
0:00:54.160803,15.802,18.536,19.819,"12.89
",-13.943
0:00:55.077758,15.701,18.468,19.785,"13.71
",-13.902
0:00:55.077758,16.258638,18.762934,19.897572,"13.71
"
0:00:55.992259,15.633,18.434,19.785,"13.49
",-13.857
0:00:56.909827,15.465,18.367,19.751,"13.91
",-13.882
0:00:57.827276,15.431,18.367,19.717,"13.40
",-13.836
0:00:58.744773,15.296,18.299,19.751,"13.89
",-13.824
0:00:59.661031,15.296,18.266,19.717,"13.69
",-13.849
0:01:00.578504,15.127,18.232,19.717,"14.37
",-13.804
0:01:01.495681,15.06,18.164,19.65,"14.23
",-13.829
0:01:02.409961,14.993,18.13,19.684,"14.63
",-13.746
0:01:03.327482,14.891,18.097,19.616,"15.26
",-13.842
0:01:04.244970,14.79,18.063,19.616,"16.71
",-13.727
0:01:05.162488,14.723,18.029,19.582,"17.11
",-13.785
0:01:06.079964,14.655,17.962,19.582,"20.31
",-13.702
0:01:06.997453,14.554,17.928,19.582,"20.34
",-13.76
0:01:07.913610,14.487,17.86,19.515,"20.14
",-13.715
0:01:08.827647,14.352,17.759,19.515,"20.06
",-13.703
0:01:08.827647,15.010562,18.139496,19.64089,"20.06
"
0:01:09.745196,14.251,17.692,19.515,"19.69
",-13.728
0:01:10.662804,14.15,17.692,19.481,"20.09
",-13.683
0:01:11.580163,14.048,17.624,19.447,"20.20
",-13.633
0:01:12.497635,14.015,17.557,19.447,"20.37
",-13.729
0:01:13.415144,13.914,17.557,19.413,"20.34
",-13.613
0:01:14.332645,13.779,17.489,19.413,"19.77
",-13.709
0:01:15.249601,13.745,17.455,19.413,"21.09
",-13.556
0:01:16.162974,13.576,17.354,19.346,"21.00
",-13.647
0:01:17.080407,13.543,17.287,19.346,"21.00
",-13.602
0:01:17.997853,13.34,17.253,19.278,"20.20
",-13.627
0:01:18.915352,13.239,17.185,19.312,"20.34
",-13.507
0:01:19.832873,13.172,17.185,19.278,"20.43
",-13.562
0:01:20.750355,13.104,17.084,19.278,"20.17
",-13.549
0:01:21.667416,12.97,17.05,19.245,"20.23
",-13.611
0:01:22.581852,12.869,16.983,19.211,"20.23
",-13.496
0:01:22.581852,13.596627,17.381174,19.357218,"20.23
"
0:01:23.499292,12.734,16.882,19.211,"20.17
",-13.554
0:01:24.416784,12.666,16.882,19.211,"20.26
",-13.434
0:01:25.334323,12.531,16.814,19.177,"20.91
",-13.451
0:01:26.251555,12.464,16.78,19.11,"20.77
",-13.547
0:01:27.169020,12.363,16.713,19.11,"20.11
",-13.468
0:01:28.085072,12.228,16.679,19.076,"20.26
",-13.456
0:01:28.999271,12.161,16.578,19.008,"20.63
",-13.444
0:01:29.916804,12.06,16.511,19.008,"20.83
",-13.395
0:01:30.834269,11.959,16.443,19.042,"20.43
",-13.379
0:01:31.751843,11.79,16.376,18.941,"20.29
",-13.4
0:01:32.669318,11.689,16.308,18.907,"19.77
",-13.386
0:01:33.586778,11.588,16.207,18.941,"20.83
",-13.413
0:01:34.504284,11.487,16.173,18.873,"20.46
",-13.293
0:01:35.421212,11.318,16.106,18.839,"20.77
",-13.31
0:01:36.334523,11.251,16.038,18.873,"20.26
",-13.368
0:01:36.334523,12.048505,16.5263,19.030796,"20.26
"
0:01:37.252052,11.116,16.004,18.806,"20.71
",-13.285
0:01:38.169512,11.015,15.937,18.839,"21.09
",-13.344
0:01:39.087001,10.881,15.87,18.772,"21.06
",-13.262
0:01:40.004477,10.779,15.802,18.772,"20.49
",-13.282
0:01:40.922002,10.712,15.735,18.772,"20.43
",-13.27
0:01:41.839343,10.577,15.667,18.704,"20.49
",-13.221
0:01:42.753534,10.476,15.6,18.738,"20.69
",-13.205
0:01:43.671008,10.342,15.566,18.704,"19.91
",-13.189
0:01:44.588511,10.207,15.465,18.603,"20.09
",-13.21
0:01:45.504728,10.14,15.465,18.603,"19.51
",-13.198
0:01:46.422234,9.971,15.296,18.637,"20.69
",-13.185
0:01:47.339751,9.87,15.262,18.637,"20.49
",-13.137
0:01:48.257195,9.769,15.161,18.536,"19.80
",-13.194
