Real time	Capacitance

0:00:01.587447	-0.05786
0:00:01.777248	0.00171
0:00:01.966861	-0.00024
0:00:02.157811	0.00171
0:00:02.348066	-0.00122
0:00:02.537279	-0.00122
0:00:02.727544	0.00073
0:00:02.920306	-0.00024
0:00:03.210794	0.00073
0:00:03.423066	0.00073
0:00:03.611745	0.00073
0:00:03.802631	0.00073
0:00:03.990948	0.00073
0:00:04.186704	-0.00122
0:00:04.377724	0.00269
0:00:04.569290	-0.00024
0:00:04.759054	-0.00122
0:00:04.948203	-0.00024
0:00:05.137733	-0.00122
0:00:05.329286	0.00073
0:00:05.519178	0.00171
0:00:05.709317	-0.00122
0:00:05.900018	0.00366
0:00:06.090595	-0.00024
0:00:06.281436	-0.00122
0:00:06.471732	0.00073
0:00:06.661645	-0.0022
0:00:06.851746	0.00171
0:00:07.041634	-0.00024
0:00:07.231987	-0.00024
0:00:07.421659	-0.00024
0:00:07.611093	0.01343
0:00:07.801138	-0.00317
0:00:07.994411	0.00952
0:00:08.184153	-0.02856
0:00:08.374393	0.01147
0:00:08.564533	0.00464
0:00:08.754474	0.04077
0:00:08.943758	0.02417
0:00:09.133368	0.00366
0:00:09.324562	0.00269
0:00:09.514492	-1.37321
0:00:09.706381	-1.37321
0:00:09.895370	1.88441
0:00:10.105494	2.62557
0:00:10.298803	1.63345
0:00:10.486946	-1.37321
0:00:10.676718	-1.37321
0:00:10.865484	-1.37321
0:00:11.054420	2.62557
0:00:11.244937	1.60903
0:00:11.433859	1.60903
0:00:11.622661	-1.37321
0:00:11.820175	-0.48947
0:00:12.015238	2.62557
0:00:12.219151	-1.37321
0:00:12.416426	-0.97382
0:00:12.616696	-1.37321
0:00:12.809276	-0.54904
0:00:13.000142	2.62557
0:00:13.190699	2.62557
0:00:13.380275	-1.37321
0:00:13.570315	-1.37321
0:00:13.763855	1.64712
0:00:13.959920	2.62557
0:00:14.149728	2.43613
0:00:14.340589	-1.37321
0:00:14.531307	-1.37321
0:00:14.722166	0.32688
0:00:14.911666	0.32688
0:00:15.101930	2.47812
0:00:15.292659	2.47812
0:00:15.482729	2.47812
0:00:15.672878	2.47812
0:00:15.863492	2.47812
0:00:16.053644	-1.37321
0:00:16.243532	-1.37321
0:00:16.433314	-0.96894
0:00:16.625018	-0.0022
