0:00:00.000127,20.596,20.596,20.629,0,-298.837
0:00:00.819182,20.562,20.596,20.629,0,-18.114
0:00:01.635813,20.596,20.596,20.629,0,-18.193
0:00:02.444064,20.596,20.629,20.731,0,-18.156
0:00:03.252455,20.562,20.731,20.663,0,-18.197
0:00:04.061717,20.562,20.629,20.663,0,-18.118
0:00:04.874017,20.663,20.697,20.663,0,-18.156
0:00:05.682882,20.663,20.596,20.731,0,-18.238
0:00:06.498052,20.697,20.562,20.697,0,-17.998
0:00:07.313416,20.663,20.697,20.731,0,-18.189
0:00:08.126070,20.596,20.596,20.765,0,-18.151
