0:00:00.283262	0.45643
0:00:00.610005	0.45799
0:00:00.907880	0.45955
0:00:01.204125	0.45487
0:00:01.501591	0.45799
0:00:01.798527	0.45799
0:00:02.096427	0.45955
0:00:02.434478	0.45799
0:00:02.741385	0.45487
0:00:03.240426	0.45799
0:00:03.537504	0.45799
0:00:03.833846	0.45799
0:00:04.132769	0.45799
0:00:04.432037	0.45487
0:00:04.728562	0.45799
0:00:05.025872	0.45643
0:00:05.323167	0.45643
0:00:05.620320	0.45799
0:00:05.917403	0.45643
0:00:06.214292	0.45799
0:00:06.511591	0.45799
0:00:06.808042	0.45643
0:00:07.105252	0.45643
0:00:07.403109	0.45955
0:00:07.700094	0.45799
0:00:08.005649	0.45643
0:00:08.326826	0.45487
0:00:08.635672	0.45643
0:00:08.942807	0.45643
0:00:09.239279	0.45799
0:00:09.545032	0.45799
0:00:09.842275	0.45799
0:00:10.139060	0.45643
0:00:10.437441	0.45799
0:00:10.762135	0.45799
0:00:11.072367	0.45643
0:00:11.370287	0.45487
0:00:11.668894	0.45643
0:00:11.968471	0.4533
0:00:12.292074	0.45643
0:00:12.605797	0.45643
0:00:12.905351	0.45799
0:00:13.203484	0.45955
0:00:13.502913	0.45799
0:00:13.800485	0.45799
0:00:14.105922	0.45487
0:00:14.467360	0.45643
0:00:14.807305	0.46424
0:00:15.138273	0.45799
