Real time 	Temp_Tip 	Temp_Ceramic 	temp_Flange 	MV 	
0.00023,20.325,20.258,21.339,-266.55
0.85842,20.258,20.224,21.305,-16.801
1.71525,20.258,20.258,21.238,-16.986
2.57254,20.224,20.157,21.204,-16.836
3.433,20.258,20.292,21.17,-16.946
4.30118,20.258,20.224,21.17,-16.99
5.16145,20.292,20.292,21.204,-16.919
6.01964,20.224,20.258,21.17,-16.958
6.88731,20.325,20.258,21.136,-16.806
7.75075,20.258,20.258,21.17,-16.911
8.61049,20.224,20.258,21.136,-16.95
9.47084,20.325,20.292,21.17,-16.876
10.3309,20.325,20.325,21.17,-16.988
11.21038,20.258,20.292,21.136,-16.919
12.07184,20.292,20.325,21.136,-16.801
12.07184,20.284874,20.282621,21.199274
12.93259,20.258,20.258,21.136,-17.025
13.79047,20.258,20.224,21.136,-16.88
14.65047,20.292,20.325,21.17,-16.915
15.50836,20.258,20.224,21.136,-16.876
16.36698,20.292,20.258,21.136,-16.99
17.22531,20.224,20.292,21.136,-16.919
18.09727,20.224,20.224,21.102,-16.761
18.95704,20.292,20.292,21.17,-17.021
19.81663,20.325,20.258,21.136,-16.954
20.67684,20.258,20.258,21.17,-16.801
21.53536,20.292,20.292,21.17,-16.946
22.39607,20.325,20.258,21.17,-16.95
23.25556,20.258,20.258,21.136,-16.994
24.11598,20.224,20.258,21.17,-16.844
24.97633,20.325,20.258,21.136,-16.915
24.97633,20.289377,20.273615,21.142962
25.83924,20.224,20.258,21.102,-17.033
26.69935,20.292,20.258,21.136,-16.888
27.55826,20.292,20.157,21.17,-16.844
28.41814,20.393,20.292,21.136,-16.954
29.27689,20.224,20.393,21.102,-16.919
30.13716,20.258,20.393,21.136,-16.84
30.99715,20.359,20.258,21.136,-16.95
31.85758,20.258,20.292,21.136,-16.915
32.72177,20.292,20.258,21.136,-16.876
33.58087,20.258,20.258,21.102,-16.95
34.44219,20.359,20.292,21.102,-16.915
35.30116,20.258,20.258,21.102,-17.033
36.16127,20.258,20.224,21.17,-16.888
37.03101,20.359,20.292,21.102,-16.845
37.89088,20.325,20.292,21.136,-16.915
37.89088,20.314148,20.271362,21.13395
38.75076,20.292,20.224,21.136,-16.954
39.60933,20.325,20.393,21.17,-16.84
40.46844,20.258,20.292,21.102,-16.911
41.32849,20.292,20.292,21.136,-16.95
42.18814,20.325,20.258,21.136,-16.836
43.04652,20.258,20.292,21.136,-16.986
43.90572,20.258,20.258,21.069,-16.876
44.76474,20.292,20.292,21.069,-16.911
45.62267,20.258,20.359,21.069,-16.911
46.48148,20.292,20.325,21.136,-16.911
47.33892,20.325,20.224,21.136,-16.832
48.19779,20.19,20.292,21.069,-16.942
49.05618,20.19,20.224,21.102,-16.907
49.91544,20.224,20.224,21.102,-16.867
50.77372,20.157,20.292,21.102,-16.903
50.77372,20.246593,20.275867,21.118185
51.6353,20.123,20.224,21.17,-16.824
52.49399,20.19,20.224,21.102,-17.013
53.35154,20.123,20.292,21.102,-16.867
54.2108,20.157,20.292,21.102,-16.824
55.06953,20.089,20.258,21.17,-16.816
55.92852,20.157,20.224,21.102,-16.926
56.79736,20.089,20.292,21.102,-16.812
57.65899,20.055,20.258,21.102,-16.843
58.51813,20.055,20.224,21.102,-16.918
59.37771,19.92,20.224,21.102,-16.961
60.23768,19.92,20.19,21.102,-16.694
61.09704,19.988,20.224,21.102,-16.87
61.95677,19.92,20.224,21.102,-16.87
62.8167,19.92,20.19,21.069,-16.831
63.67732,19.853,20.224,21.136,-16.906
63.67732,20.032673,20.248844,21.102417
64.54281,19.853,20.157,21.102,-16.752
65.40085,19.819,20.123,21.102,-16.858
66.26061,19.684,20.123,21.136,-16.819
67.1197,19.751,20.19,21.102,-16.815
67.97856,19.819,20.19,21.069,-16.811
68.83809,19.616,20.157,21.136,-16.807
69.69692,19.751,20.123,21.102,-16.803
70.55623,19.549,20.123,21.102,-16.72
71.41459,19.616,20.157,21.102,-16.905
72.27362,19.549,20.123,21.102,-16.794
73.13226,19.65,20.089,21.136,-16.83
73.99067,19.549,20.157,21.102,-16.593
74.85012,19.481,20.055,21.102,-16.963
75.70982,19.38,20.089,21.102,-16.704
76.56896,19.38,19.988,21.136,-16.77
76.56896,19.616127,20.140755,21.10467
77.42796,19.278,20.055,21.136,-16.845
78.28689,19.312,20.021,21.102,-16.731
79.14537,19.245,20.021,21.136,-16.762
80.00332,19.211,19.988,21.102,-16.837
80.86224,19.143,19.988,21.102,-16.644
81.72095,19.143,19.988,21.102,-16.785
82.57993,19.076,19.988,21.102,-16.667
83.44157,19.11,19.92,21.069,-16.813
84.30153,19.008,19.954,21.102,-16.738
85.16116,19.008,19.92,21.102,-16.734
86.0209,19.008,19.92,21.069,-16.651
86.88437,18.839,19.853,21.069,-16.757
87.74934,18.839,19.785,21.102,-16.599
88.608,18.806,19.853,21.069,-16.701
89.46688,18.806,19.785,21.069,-16.658
89.46688,19.107338,19.949354,21.100164
90.32666,18.704,19.785,21.136,-16.689
91.18439,18.704,19.819,21.102,-16.725
92.04333,18.603,19.785,21.102,-16.725
92.90352,18.603,19.717,21.136,-16.606
93.76232,18.536,19.717,21.102,-16.673
94.62153,18.468,19.751,21.069,-16.669
95.48164,18.401,19.684,21.102,-16.587
96.37066,18.333,19.65,21.102,-16.584
97.32986,18.367,19.684,21.069,-16.642
98.20422,18.198,19.616,21.069,-16.6
99.13705,18.232,19.684,21.069,-16.668
100.0316,18.13,19.515,21.069,-16.589
100.8925,18.097,19.549,21.102,-16.62
101.75589,17.995,19.549,21.102,-16.5
102.6244,17.962,19.447,21.069,-16.521
102.6244,18.369057,19.65215,21.091156
103.48568,17.894,19.515,21.069,-16.667
104.34634,17.827,19.413,21.102,-16.553
105.20633,17.827,19.38,21.102,-16.623
106.06646,17.725,19.413,21.069,-16.505
106.92726,17.658,19.346,21.069,-16.493
107.78677,17.658,19.346,21.136,-16.599
108.64724,17.692,19.312,21.069,-16.52
109.50632,17.489,19.211,21.035,-16.512
110.36675,17.455,19.312,21.136,-16.543
111.22601,17.388,19.278,21.102,-16.461
112.08636,17.32,19.177,21.069,-16.567
112.94655,17.253,19.143,21.001,-16.488
113.80669,17.219,19.11,21.069,-16.44
114.66684,17.05,19.11,21.102,-16.352
115.54181,17.017,19.042,21.069,-16.644
115.54181,17.522926,19.278425,21.073137
116.40363,16.949,19.042,21.069,-16.42
117.26417,16.915,19.008,21.102,-16.329
118.12592,16.848,18.873,21.035,-16.427
118.9865,16.713,18.941,21.102,-16.498
119.84647,16.747,18.941,21.035,-16.419
120.70594,16.544,18.873,21.102,-16.332
