0:00:00.385049	0.00269
0:00:00.579706	-0.0022
0:00:00.770999	-0.0022
0:00:00.966308	-0.00317
0:00:01.161440	0.00073
0:00:01.513550	-0.06079
0:00:01.705298	0.00073
0:00:01.894907	-0.00024
0:00:02.088542	-0.00122
0:00:02.380158	0.00171
0:00:02.570330	0.00171
0:00:02.760386	-0.00024
0:00:02.950507	0.00073
0:00:03.140179	-0.00024
0:00:03.331110	-0.00122
0:00:03.520553	-0.00024
0:00:03.711099	-0.00024
0:00:03.900843	-0.00317
0:00:04.091404	-0.00024
0:00:04.377218	0.00073
0:00:04.577723	-0.00024
0:00:04.776538	0.00073
0:00:04.976119	0.00269
0:00:05.168837	-0.00122
0:00:05.409512	0.00073
0:00:05.652450	-0.00122
0:00:05.851713	-0.00415
