Real time	Capacitance

0:00:00.699094	0.35952
0:00:00.897237	0.35952
0:00:01.095206	0.35952
0:00:01.294289	0.36108
0:00:01.491738	0.36108
0:00:01.688460	0.36108
0:00:01.889521	0.36108
0:00:02.086931	0.36108
0:00:02.488962	0.45487
0:00:02.686066	0.45018
0:00:02.885091	0.4533
0:00:03.082561	0.45018
0:00:03.280002	0.45487
0:00:03.477654	0.45487
0:00:03.675173	0.4533
0:00:03.873304	0.45018
0:00:04.071342	0.45018
0:00:04.270164	0.45018
0:00:04.467384	0.44861
0:00:04.665754	0.45487
0:00:04.864600	0.45174
0:00:05.063114	0.45174
0:00:05.263032	0.45018
0:00:05.462524	0.4533
0:00:05.661517	0.4533
0:00:05.861080	0.4533
0:00:06.060562	0.45018
0:00:06.260412	0.45174
0:00:06.459780	0.45955
0:00:06.663504	0.4533
0:00:06.863426	0.45487
0:00:07.064035	0.4533
0:00:07.264228	0.45174
0:00:07.462812	0.45174
0:00:07.662990	0.45174
0:00:07.862538	0.45174
0:00:08.062774	0.45174
0:00:08.262475	0.45487
0:00:08.463201	0.45487
0:00:08.662517	0.45174
0:00:08.862386	0.4533
0:00:09.062547	0.4533
0:00:09.261832	0.45487
0:00:09.460561	0.45018
0:00:09.660197	0.4533
0:00:09.860142	0.45487
0:00:10.059788	0.4533
0:00:10.260283	0.4533
0:00:10.460087	0.45174
0:00:10.659574	0.4533
0:00:10.859703	0.45487
0:00:11.060578	0.45174
0:00:11.260576	0.45174
0:00:11.459828	0.45487
0:00:11.660112	0.45487
0:00:11.860464	0.45487
0:00:12.060566	0.4533
0:00:12.262759	0.45487
0:00:12.462507	0.45174
0:00:12.662262	0.45174
0:00:12.863342	0.45643
0:00:13.064738	0.4533
0:00:13.264733	0.45174
0:00:13.463292	0.45643
0:00:13.667049	0.45643
0:00:13.866479	0.45018
0:00:14.065540	0.4533
0:00:14.264500	0.45174
0:00:14.463526	0.4533
0:00:14.662798	0.4533
0:00:14.862639	0.4533
0:00:15.063303	0.45174
0:00:15.262559	0.45174
0:00:15.461588	0.4533
0:00:15.661759	0.45487
0:00:15.861894	0.45018
0:00:16.061247	0.44861
0:00:16.261942	0.4533
0:00:16.460885	0.4533
0:00:16.660758	0.45018
0:00:16.861178	0.4533
0:00:17.065863	0.4533
0:00:17.270675	0.4533
0:00:17.479505	0.4533
0:00:17.684288	0.45174
0:00:17.889206	0.45487
0:00:18.093897	0.45487
0:00:18.298710	0.45018
0:00:18.507514	0.45487
0:00:18.712338	0.4533
0:00:18.917268	0.45018
0:00:19.121941	0.45643
0:00:19.326768	0.45174
0:00:19.535534	0.45174
0:00:19.740362	0.45174
0:00:19.945334	0.45174
0:00:20.150002	0.45487
0:00:20.358849	0.45487
0:00:20.563610	0.4533
0:00:20.768401	0.4533
0:00:20.973342	0.45018
0:00:21.178029	0.45487
0:00:21.386821	0.4533
0:00:21.591687	0.45018
0:00:21.796470	0.4533
0:00:22.001384	0.4533
0:00:22.206054	0.45487
0:00:22.414863	0.4533
0:00:22.619697	0.45799
0:00:22.824491	0.45487
0:00:23.029441	0.45487
0:00:23.238136	0.45174
0:00:23.442908	0.45174
0:00:23.647748	0.45643
0:00:23.852539	0.45018
0:00:24.057657	0.45174
0:00:24.266148	0.4533
0:00:24.470968	2.91989
0:00:24.676734	-1.20047
0:00:24.880547	0.42048
0:00:25.085389	1.54435
0:00:25.290093	-1.20047
0:00:25.499018	0.09535
0:00:25.703849	1.00977
0:00:25.904523	-1.19734
0:00:26.113409	-0.32825
0:00:26.322229	0.9832
0:00:26.522989	-1.17233
0:00:26.731857	-0.39859
0:00:26.936664	0.9535
0:00:27.141545	-1.1145
0:00:27.346220	-0.99883
0:00:27.555079	0.91129
0:00:27.759859	-1.03009
0:00:27.964611	-1.12388
0:00:28.169592	0.88316
0:00:28.374281	-0.80969
0:00:28.583113	0.45174
0:00:28.787948	0.4533
0:00:28.992741	0.45487
0:00:29.201562	0.45174
0:00:29.406310	0.45174
0:00:29.611132	0.4533
0:00:29.815975	0.45487
0:00:30.020752	0.4533
0:00:30.229586	0.45643
0:00:30.434391	0.4533
0:00:30.639240	0.4533
0:00:30.844003	0.45487
0:00:31.048804	0.45018
0:00:31.257614	0.45174
0:00:31.462409	0.45487
0:00:31.667241	0.4533
0:00:31.872068	0.4533
0:00:32.080845	0.45174
0:00:32.285661	0.46424
0:00:32.490516	0.4533
0:00:32.695272	0.45018
0:00:32.900083	0.45018
0:00:33.108889	0.45487
0:00:33.313719	0.4533
0:00:33.518526	0.4533
0:00:33.723297	0.45487
0:00:33.928103	0.4533
0:00:34.136910	0.45018
0:00:34.341744	0.4533
0:00:34.546561	0.4533
0:00:34.751397	0.45643
0:00:34.960170	0.45487
0:00:35.164959	0.4533
0:00:35.369752	0.45487
0:00:35.574587	0.45487
0:00:35.779393	0.45487
0:00:35.988206	0.4533
0:00:36.193032	0.45643
0:00:36.397842	0.45487
0:00:36.602631	0.45174
0:00:36.807445	0.45487
0:00:37.016233	0.45018
0:00:37.221095	0.45487
0:00:37.425880	0.44236
0:00:37.630693	0.45487
0:00:37.839487	0.4533
0:00:38.044294	0.44705
0:00:38.249095	0.45487
0:00:38.453922	0.45174
0:00:38.658700	0.45174
0:00:38.867525	0.45018
0:00:39.072347	0.45174
0:00:39.277144	0.45174
0:00:39.481949	0.4533
0:00:39.686749	0.45487
0:00:39.895564	0.45487
0:00:40.100369	0.45643
0:00:40.305177	0.4533
0:00:40.510073	0.4533
0:00:40.718807	0.45487
0:00:40.923640	0.45174
0:00:41.128410	0.45487
0:00:41.333207	0.4533
0:00:41.538041	0.45487
0:00:41.746830	0.45018
0:00:41.951713	0.45955
0:00:42.156458	0.45174
0:00:42.361253	0.45174
0:00:42.566073	0.45174
0:00:42.774889	0.45487
0:00:42.979717	0.4533
0:00:43.184530	0.4533
0:00:43.389308	0.45643
0:00:43.598128	0.45643
0:00:43.802955	0.4533
0:00:44.007758	0.4533
0:00:44.212535	0.44861
0:00:44.417331	0.45487
0:00:44.626180	0.45174
0:00:44.830981	0.45018
0:00:45.035851	0.45174
0:00:45.240590	0.45018
0:00:45.445389	0.45487
0:00:45.654185	0.4533
0:00:45.859017	0.45174
0:00:46.063852	0.45174
0:00:46.268667	0.45174
0:00:46.477451	0.4533
0:00:46.682251	0.45174
0:00:46.887045	0.45487
0:00:47.091884	0.45487
0:00:47.296671	0.45487
0:00:47.505476	0.4533
0:00:47.710288	0.45643
0:00:47.915099	0.45487
0:00:48.119922	0.45174
0:00:48.324710	0.45487
0:00:48.533576	0.46112
0:00:48.738339	0.45487
0:00:48.943151	0.45174
0:00:49.147970	0.45487
0:00:49.356757	0.45487
0:00:49.561568	0.4533
0:00:49.766367	0.45174
0:00:49.971192	0.45487
0:00:50.176007	0.45174
0:00:50.384821	0.45487
0:00:50.589613	0.4533
0:00:50.794423	0.4533
0:00:50.999254	0.45487
0:00:51.204042	0.45174
0:00:51.412832	0.4533
0:00:51.617642	0.4533
0:00:51.822457	0.45018
0:00:52.027336	0.4533
0:00:52.236053	0.4533
0:00:52.440869	0.45487
0:00:52.645659	0.45487
0:00:52.850554	0.45487
0:00:53.055322	0.45487
0:00:53.264095	0.45018
0:00:53.468952	0.45174
0:00:53.673710	0.45643
0:00:53.878551	0.4533
0:00:54.087365	0.45174
0:00:54.292128	0.45643
0:00:54.496942	0.45643
0:00:54.701774	0.45174
0:00:54.906595	0.4533
0:00:55.115450	0.4533
0:00:55.320214	0.45174
0:00:55.525008	0.45643
0:00:55.729799	0.45018
0:00:55.934617	0.45643
0:00:56.143438	0.45174
0:00:56.348270	0.45487
0:00:56.553033	0.45174
0:00:56.757916	0.45174
0:00:56.966691	0.45018
0:00:57.171486	0.45487
0:00:57.376260	0.45487
0:00:57.581095	0.45643
0:00:57.785928	0.4533
0:00:57.994709	0.45018
0:00:58.199535	0.45487
0:00:58.404329	0.45174
0:00:58.609128	0.45174
0:00:58.814028	0.45018
0:00:59.022739	0.45799
0:00:59.227604	0.45487
0:00:59.432381	0.4533
0:00:59.637186	0.45487
0:00:59.845969	0.4533
0:01:00.050767	0.4533
0:01:00.255636	0.45174
0:01:00.460395	0.4533
0:01:00.665239	0.4533
0:01:00.874022	0.45174
0:01:01.078846	0.4533
0:01:01.283689	0.45487
0:01:01.488443	0.4533
0:01:01.693261	0.44861
0:01:01.902058	0.45174
0:01:02.106879	0.45174
0:01:02.311715	0.45487
0:01:02.516515	0.45487
0:01:02.725320	0.45018
0:01:02.930098	0.45487
0:01:03.134908	0.4533
0:01:03.381497	0.45174
0:01:03.573546	0.45487
0:01:03.765536	0.45487
0:01:03.958434	0.4533
0:01:04.162972	0.45487
0:01:04.367777	0.45643
0:01:04.572583	0.45174
0:01:04.781381	0.45174
0:01:04.986180	0.45174
0:01:05.191043	0.4533
0:01:05.395877	0.4533
0:01:05.604633	0.45174
0:01:05.811801	0.45487
0:01:06.014732	0.45487
0:01:06.219479	0.45174
0:01:06.423876	0.45487
0:01:06.632669	0.4533
0:01:06.837472	0.4533
0:01:07.042266	0.4533
0:01:07.247149	0.45174
0:01:07.451898	0.45487
0:01:07.660702	0.44861
0:01:07.865512	0.4533
0:01:08.070321	0.45174
0:01:08.275113	0.44392
0:01:08.483967	0.45487
0:01:08.688792	0.45174
0:01:08.893545	0.45799
0:01:09.098359	0.4533
0:01:09.303185	0.45174
0:01:09.511995	0.4533
0:01:09.716805	0.45174
0:01:09.921602	0.45174
0:01:10.126414	0.45487
0:01:10.331205	0.45643
0:01:10.540025	0.45487
0:01:10.744854	0.45174
0:01:10.949646	0.46112
0:01:11.154436	0.45487
0:01:11.363253	0.45018
0:01:11.568063	0.45487
0:01:11.772840	0.45643
0:01:11.977734	0.4533
0:01:12.182527	0.45487
0:01:12.391290	0.45174
0:01:12.596103	0.4533
0:01:12.800937	0.4533
0:01:13.005769	0.4533
