Real time	Capacitance

0:00:00.781623	0.42673
0:00:01.075279	0.42829
0:00:01.366746	0.42829
0:00:01.659963	0.42829
0:00:01.957072	0.42673
0:00:02.251091	0.42986
0:00:02.545733	0.42829
0:00:02.863627	0.42673
0:00:03.355151	0.43142
0:00:03.646236	0.42986
0:00:03.935390	0.42829
0:00:04.226254	0.42673
0:00:04.517428	0.42986
0:00:04.807101	0.42829
0:00:05.098547	0.42829
0:00:05.393640	0.42829
0:00:05.683618	0.42986
0:00:05.973968	0.42986
0:00:06.264398	0.42829
0:00:06.555596	0.43142
0:00:06.845378	0.42673
0:00:07.135950	0.42829
0:00:07.426072	0.42829
0:00:07.716846	0.42829
0:00:08.013507	0.42986
0:00:08.311198	0.42829
0:00:08.600980	0.42829
0:00:08.890941	0.43142
0:00:09.180974	0.42829
0:00:09.471559	0.42829
0:00:09.762486	0.42829
0:00:10.052157	0.42829
0:00:10.342798	0.42986
0:00:10.632961	0.42829
0:00:10.922473	0.42829
0:00:11.213889	0.42829
0:00:11.504903	0.42829
0:00:11.794930	0.42986
0:00:12.084863	0.43142
0:00:12.375045	0.42986
0:00:12.665303	0.42986
0:00:12.955359	0.42829
0:00:13.246109	0.42829
0:00:13.537885	0.42829
0:00:13.827403	0.43142
0:00:14.118048	0.42829
0:00:14.407849	0.42829
0:00:14.697529	0.42673
0:00:14.988496	0.42673
0:00:15.278651	0.42829
0:00:15.570134	0.42829
0:00:15.860714	0.42829
0:00:16.152733	0.42829
0:00:16.443058	0.42829
0:00:16.733508	0.42829
0:00:17.024316	0.42829
0:00:17.314725	0.42673
0:00:17.605736	0.42829
0:00:17.895579	0.42986
0:00:18.185913	0.42986
0:00:18.477010	0.42673
0:00:18.768005	0.42829
0:00:19.058286	0.42986
0:00:19.348408	0.42829
0:00:19.638502	0.43142
0:00:19.928266	0.42829
0:00:20.218231	0.42673
0:00:20.509665	0.43298
0:00:20.799880	0.42829
0:00:21.091166	0.42673
0:00:21.381474	0.42829
0:00:21.671418	0.42829
0:00:21.962049	0.42986
0:00:22.258649	0.42829
0:00:22.549692	0.42673
0:00:22.847034	0.42829
0:00:23.137821	0.42829
0:00:23.428162	0.42829
0:00:23.756628	0.42829
0:00:24.047082	0.42829
0:00:24.337397	0.42673
0:00:24.627751	0.42829
0:00:24.917864	0.42673
0:00:25.207685	0.42986
0:00:25.498370	0.42986
0:00:25.789656	0.42829
0:00:26.080182	0.42829
0:00:26.369965	0.42673
0:00:26.659953	0.42673
0:00:26.949862	0.42673
0:00:27.239840	0.42986
0:00:27.531057	0.42829
0:00:27.822805	0.42986
0:00:28.114123	0.42986
0:00:28.404850	0.43142
0:00:28.695252	0.42986
0:00:28.985316	0.42829
0:00:29.275375	0.43142
0:00:29.569531	0.42673
0:00:29.860625	0.42986
0:00:30.151280	0.42829
0:00:30.441640	0.42986
0:00:30.731728	0.42673
0:00:31.022592	0.42673
0:00:31.312799	0.43142
0:00:31.603170	0.42986
0:00:31.893695	0.42986
0:00:32.183274	0.42829
0:00:32.473768	0.42829
0:00:32.765794	0.42829
0:00:33.056525	0.42517
0:00:33.346947	0.43298
0:00:33.637671	0.43298
0:00:33.927287	0.42986
0:00:34.217178	0.43142
0:00:34.508035	0.42829
0:00:34.798477	3.91403
0:00:35.093391	-1.20047
0:00:35.386787	0.13912
0:00:35.681084	2.56038
0:00:35.974759	-1.20047
0:00:36.267981	0.09691
0:00:36.562758	0.42829
0:00:36.855824	0.43298
0:00:37.149781	-0.26104
0:00:37.443453	2.21962
0:00:37.737241	0.43923
0:00:38.031592	0.5002
0:00:38.326135	0.45487
0:00:38.620369	0.49394
0:00:38.915369	-0.12661
0:00:39.224702	0.97225
0:00:39.536415	0.46581
0:00:39.844008	0.42829
0:00:40.140253	0.40016
0:00:40.456643	0.43298
0:00:40.775211	0.42829
0:00:41.164450	0.44549
0:00:41.462009	0.43298
0:00:41.762465	0.42986
0:00:42.074090	0.42986
0:00:42.392349	0.56272
0:00:42.863006	0.43298
0:00:43.254012	0.42986
0:00:43.713119	0.57366
0:00:44.025411	2.7245
0:00:44.325945	0.43454
0:00:44.727513	0.42673
0:00:45.034951	1.42087
0:00:45.337048	-1.20047
0:00:45.635979	0.43142
0:00:45.931287	0.43611
0:00:46.225642	-1.19891
0:00:46.520341	-1.00352
0:00:46.815508	0.45643
0:00:47.109965	-1.08949
0:00:47.404374	1.61938
0:00:47.702711	0.56585
0:00:47.996818	-0.65651
0:00:48.291473	-0.65651
0:00:48.593700	0.31419
0:00:48.895520	0.29543
0:00:49.193015	5.05979
0:00:49.512778	-1.08636
0:00:49.825385	2.31184
0:00:50.128604	4.99258
0:00:50.428031	0.35639
0:00:50.726009	0.32356
0:00:51.024558	0.32513
0:00:51.323033	-1.19734
0:00:51.634196	1.8476
0:00:51.933463	4.2032
0:00:52.247902	-1.19734
0:00:52.552598	3.16999
0:00:53.027056	3.44666
0:00:53.352791	0.32356
0:00:53.683261	0.32356
0:00:54.017487	0.32356
0:00:54.341313	0.322
0:00:54.692184	0.32356
0:00:55.120669	0.32356
