Real time	Capacitance

0:00:00.750036	-1.04728
0:00:00.998418	-1.05666
0:00:01.266004	-1.05197
0:00:01.516100	-1.0551
0:00:01.783386	-1.05666
0:00:02.031747	-1.05666
0:00:02.284144	-1.05666
0:00:02.551576	-1.04728
0:00:02.935009	-1.05666
0:00:03.197184	-1.04728
0:00:03.441266	-1.05666
0:00:03.689700	-1.05666
0:00:03.962379	-1.05197
0:00:04.206825	-1.05197
0:00:04.471714	-1.05666
0:00:04.721765	-1.0551
0:00:04.975576	-1.05666
0:00:05.252383	-1.05666
0:00:05.502470	-1.05666
0:00:05.776323	-1.05041
0:00:06.029780	-1.0551
0:00:06.278870	-1.0551
0:00:06.573210	-1.06448
0:00:06.847653	-1.0551
0:00:07.142499	-1.0551
0:00:07.418486	-1.05666
0:00:07.685165	-1.05666
0:00:07.995237	-1.05666
0:00:08.271092	-1.0551
0:00:08.547673	-1.0551
0:00:08.814409	-1.05666
0:00:09.146373	-1.04885
0:00:09.432171	-1.04885
0:00:09.693590	-1.05666
0:00:09.977794	-1.05979
0:00:10.242436	-1.05979
0:00:10.510489	-1.05666
0:00:10.782262	-1.05197
0:00:11.044769	-1.05979
0:00:11.331406	-1.05666
0:00:11.605458	-1.05666
0:00:11.873955	-1.0551
0:00:12.157171	-1.05197
0:00:12.425044	-1.05666
0:00:12.707543	-1.05197
0:00:12.971161	-1.05197
0:00:13.237557	-1.05666
0:00:13.518874	-1.05979
0:00:13.777314	-1.05666
0:00:14.067944	-1.05666
0:00:14.340126	-1.05666
0:00:14.615484	-1.0551
0:00:14.899766	-1.0551
0:00:15.164498	-1.04885
0:00:15.448779	-1.05666
0:00:15.722841	-1.05666
0:00:15.986253	-1.0551
0:00:16.276069	-1.05197
0:00:16.540228	-1.05666
0:00:16.825854	-1.0551
0:00:17.101060	-1.04259
0:00:17.367978	-1.05197
0:00:17.657565	-1.05666
0:00:17.925636	-1.05197
0:00:18.216493	-1.05666
