Real time	Capacitance

0:00:01.697931	0.43454
0:00:02.020518	0.43611
0:00:02.317829	0.43298
0:00:02.615808	0.43298
0:00:02.912910	0.43454
0:00:03.213454	0.43454
0:00:03.512981	0.43454
0:00:03.810107	0.43454
0:00:04.308844	0.43298
0:00:04.606218	0.43454
0:00:04.902959	0.43454
0:00:05.199474	0.43454
0:00:05.497097	0.43298
0:00:05.794013	0.43454
0:00:06.090296	0.43454
0:00:06.388471	0.43611
0:00:06.685692	0.43298
0:00:06.983599	0.43454
0:00:07.279943	0.43142
0:00:07.581163	0.43454
0:00:07.878789	0.43611
0:00:08.175770	0.43611
0:00:08.473534	0.43611
0:00:08.772499	0.43298
0:00:09.069655	0.43454
0:00:09.366762	0.43454
0:00:09.664018	0.43611
0:00:09.961230	0.43454
0:00:10.258384	0.43298
0:00:10.557167	0.43454
0:00:10.854347	0.43454
0:00:11.152922	0.43298
0:00:11.454041	0.43611
0:00:11.752789	0.43454
0:00:12.052028	0.43454
0:00:12.349145	0.43611
0:00:12.646700	0.43454
0:00:12.943855	0.43454
0:00:13.240569	0.43454
0:00:13.538145	0.43454
0:00:13.836798	0.43298
0:00:14.134104	0.43611
0:00:14.431858	0.43454
0:00:14.729309	0.43298
0:00:15.026253	0.43454
0:00:15.324132	0.43454
0:00:15.621315	0.43611
0:00:15.919130	0.43454
0:00:16.224640	0.43454
0:00:16.523724	0.43298
0:00:16.821381	0.43454
0:00:17.118675	0.43454
0:00:17.416995	0.43454
0:00:17.714769	0.43454
0:00:18.012109	0.43454
0:00:18.309839	0.43454
0:00:18.607674	0.43298
0:00:18.905743	0.43454
0:00:19.202949	0.43298
0:00:19.501713	0.43611
0:00:19.799221	0.43298
0:00:20.096287	0.43454
0:00:20.394521	0.43611
0:00:20.692585	0.43611
0:00:20.990088	0.43454
0:00:21.287194	0.43611
0:00:21.585035	0.43454
0:00:21.882543	0.43611
0:00:22.179741	0.43298
0:00:22.478824	0.43454
0:00:22.776729	0.43454
0:00:23.081104	0.43298
0:00:23.401742	0.43298
0:00:23.700806	0.43454
0:00:24.002007	0.43454
