Real time 	Temp_Tip 	Temp_Ceramic 	temp_Flange 	N2 Flow 	MV 	
0:00:01.001698,20.19,20.359,20.528,,-28.716
0:00:01.909898,20.19,20.325,20.562,"0.00
",-4.899
0:00:02.827429,20.224,20.393,20.562,"0.06
",-4.899
0:00:03.744859,20.157,20.359,20.596,"0.00
",-4.936
0:00:04.662376,20.123,20.393,20.562,"0.03
",-4.903
0:00:05.575917,20.123,20.325,20.562,"0.03
",-4.865
0:00:06.493530,20.19,20.359,20.562,"-0.03
",-4.899
0:00:07.410925,20.157,20.325,20.629,"0.00
",-4.862
0:00:08.326824,20.157,20.393,20.596,"0.03
",-4.932
0:00:09.241164,20.157,20.359,20.562,"0.03
",-4.861
0:00:10.158663,20.157,20.359,20.596,"0.03
",-5.006
0:00:11.076099,20.19,20.393,20.562,"0.03
",-4.87
0:00:11.992785,20.224,20.325,20.596,"0.11
",-4.903
0:00:12.907480,20.19,20.359,20.629,"0.00
",-4.903
0:00:13.824800,20.157,20.359,20.629,"0.03
",-4.903
0:00:13.824800,20.170033,20.356937,20.579887,"0.03
"
0:00:14.742326,20.157,20.359,20.629,"0.06
",-4.94
0:00:15.655812,20.157,20.359,20.562,"3.86
",-4.795
0:00:16.573455,20.19,20.325,20.596,"16.49
",-4.895
0:00:17.489829,20.123,20.325,20.629,"17.00
",-4.932
0:00:18.407265,20.19,20.359,20.629,"16.91
",-4.899
0:00:19.324857,20.157,20.359,20.596,"17.20
",-4.899
0:00:20.242461,20.157,20.359,20.629,"17.51
",-4.862
0:00:21.159818,20.19,20.359,20.629,"17.34
",-4.969
0:00:22.076822,20.157,20.393,20.596,"17.86
",-4.866
0:00:22.991364,20.157,20.359,20.629,"18.17
",-4.973
0:00:23.908952,20.19,20.393,20.596,"17.37
",-4.833
0:00:24.826366,20.19,20.393,20.596,"17.80
",-4.973
0:00:25.743907,20.157,20.359,20.596,"17.60
",-4.87
0:00:26.660186,20.157,20.359,20.629,"17.60
",-4.903
0:00:27.578135,20.224,20.359,20.663,"17.80
",-4.828
0:00:27.578135,20.16778,20.350182,20.611418,"17.80
"
0:00:28.494785,20.157,20.359,20.596,"17.57
",-4.969
0:00:29.409126,20.19,20.393,20.596,"18.11
",-4.866
0:00:30.326628,20.123,20.393,20.629,"18.51
",-4.899
0:00:31.244133,20.19,20.359,20.629,"17.71
",-4.973
0:00:32.161938,20.19,20.359,20.629,"18.31
",-4.944
0:00:33.079115,20.224,20.359,20.629,"18.23
",-4.874
0:00:33.996632,20.19,20.359,20.596,"17.66
",-4.832
0:00:34.912593,20.19,20.359,20.629,"18.11
",-4.899
0:00:35.826824,20.224,20.359,20.629,"17.57
",-4.899
0:00:36.744346,20.157,20.325,20.629,"17.86
",-4.973
0:00:37.661884,20.19,20.359,20.629,"17.69
",-4.87
0:00:38.579273,20.19,20.359,20.629,"18.03
",-4.866
0:00:39.496831,20.157,20.359,20.562,"18.23
",-4.899
0:00:40.414282,20.157,20.359,20.596,"17.17
",-4.936
0:00:41.331951,20.123,20.393,20.596,"18.20
",-4.903
0:00:41.331951,20.185795,20.365944,20.606913,"18.20
"
