Real time	Capacitance

0:00:01.831908	4.39283
0:00:02.040563	4.39283
0:00:02.249509	4.39283
0:00:02.458361	4.39283
0:00:02.667315	4.39283
0:00:02.876269	4.39283
0:00:03.085055	4.39283
0:00:03.293922	4.39283
0:00:03.711709	4.39283
0:00:03.920658	4.39283
0:00:04.129602	4.39283
0:00:04.338465	4.39283
0:00:04.547304	4.39283
0:00:04.756209	4.39283
0:00:04.965155	4.39283
0:00:05.174045	4.39283
0:00:05.382806	4.39283
0:00:05.595722	4.39283
0:00:05.804600	4.39283
0:00:06.013494	4.39283
0:00:06.222494	4.39283
0:00:06.431318	4.39283
0:00:06.640198	4.39283
0:00:06.849066	4.39283
0:00:07.057926	4.39283
0:00:07.266882	4.39283
