Real time	Capacitance

0:00:00.590060	0.45487
0:00:00.788420	0.45487
0:00:00.986573	0.45174
0:00:01.639254	0.45487
0:00:01.848130	0.4533
0:00:02.053001	0.4533
0:00:02.257655	0.4533
0:00:02.462455	0.45174
0:00:02.876183	0.45643
0:00:03.080882	0.45487
0:00:03.306902	0.45487
0:00:03.505699	0.45018
0:00:03.702811	0.45487
0:00:03.904117	0.45487
0:00:04.108928	0.4533
0:00:04.313856	0.45487
0:00:04.518549	0.45643
0:00:04.727364	0.45018
0:00:04.932181	0.4533
0:00:05.136965	0.45643
0:00:05.341943	0.45487
0:00:05.546592	0.45018
0:00:05.755391	0.4533
0:00:05.960205	0.45174
0:00:06.165028	0.45018
0:00:06.369981	0.45174
0:00:06.578663	0.45174
0:00:06.783433	0.4533
0:00:06.988252	0.45174
0:00:07.193064	0.4533
0:00:07.398023	0.45018
0:00:07.606699	0.4533
0:00:07.811489	0.45643
0:00:08.016313	0.45487
0:00:08.221099	0.45018
0:00:08.426003	0.45174
0:00:08.634738	0.45487
0:00:08.839508	0.45018
0:00:09.044338	0.4533
0:00:09.249149	0.45643
0:00:09.458078	0.45487
0:00:09.662772	0.4533
0:00:09.867573	0.45018
0:00:10.072442	0.45487
0:00:10.277198	0.45018
0:00:10.486124	0.45018
0:00:10.690834	0.45487
0:00:10.895635	0.45018
0:00:11.100424	0.4533
0:00:11.305242	0.4533
0:00:11.514162	0.45487
0:00:11.718872	0.45487
0:00:11.923733	0.45174
0:00:12.128491	0.4533
0:00:12.337291	0.4533
0:00:12.542209	0.4533
0:00:12.746917	0.45487
0:00:12.951708	0.4533
0:00:13.156500	0.45487
0:00:13.365337	0.4533
0:00:13.570276	0.45174
0:00:13.774982	0.45174
0:00:13.979739	0.45487
0:00:14.184560	0.4533
0:00:14.393395	0.4533
0:00:14.598299	0.4533
0:00:14.802997	0.45487
0:00:15.007798	0.45174
0:00:15.216603	0.4533
0:00:15.421398	0.4533
0:00:15.626350	0.4533
0:00:15.831036	0.45643
0:00:16.035823	0.4533
0:00:16.244648	0.45174
0:00:16.449463	0.45487
0:00:16.654429	0.45174
0:00:16.859124	0.4533
0:00:17.063884	0.4533
0:00:17.268658	0.4533
0:00:17.473456	0.4533
0:00:17.678330	0.4533
0:00:17.883060	0.4533
0:00:18.091845	0.4533
0:00:18.296636	0.4533
0:00:18.501417	0.4533
0:00:18.706267	0.4533
0:00:18.911011	0.4533
