Real time	Capacitance

0:00:01.599828	-0.30394
0:00:01.797951	-0.24632
0:00:01.994917	-0.24144
0:00:02.191214	-0.24242
0:00:02.387486	-0.24046
0:00:02.584630	-0.23851
0:00:02.784856	-0.24046
0:00:02.986250	-0.24046
0:00:03.286366	-0.24046
0:00:03.503763	-0.23949
0:00:03.706110	-0.24144
0:00:03.904217	-0.24242
0:00:04.101546	-0.23949
0:00:04.297805	-0.24046
0:00:04.496180	-0.24144
0:00:04.693291	-0.24339
0:00:04.889128	-0.24242
0:00:05.086794	-0.23753
0:00:05.283510	-0.24046
0:00:05.480908	-0.23851
0:00:05.676493	-0.24046
0:00:05.874994	-0.24046
0:00:06.071911	-0.24339
0:00:06.271228	-0.24046
0:00:06.467414	-0.23363
0:00:06.664047	-0.24046
0:00:06.860091	-0.24242
0:00:07.057809	-0.23851
0:00:07.253933	-0.23851
0:00:07.454067	-0.23851
0:00:07.650324	-0.24242
0:00:07.847173	-0.23851
0:00:08.045719	-0.24046
0:00:08.242552	-0.24046
0:00:08.444200	-0.24144
0:00:08.653338	-0.24144
0:00:08.864674	-0.24144
0:00:09.068093	-0.23949
0:00:09.267774	-0.23949
0:00:09.472400	-0.24046
0:00:09.676325	-0.24242
0:00:09.876059	-0.24242
0:00:10.075748	-0.24046
