Real time 	Temp_Tip 	Temp_Ceramic 	temp_Flange 	MV 	
0.00018,-45.692,-44.7,17.59,-98.88
0.88494,-45.759,-44.633,17.624,-6.563
1.75653,-45.692,-44.6,17.692,-6.635
2.62562,-45.659,-44.567,17.793,-6.639
3.50161,-45.494,-44.468,17.827,-6.681
4.3725,-45.527,-44.435,17.894,-6.651
5.23124,-45.428,-44.402,17.894,-6.655
6.09077,-45.362,-44.335,16.915,-6.698
6.95121,-45.362,-44.335,16.78,-6.629
7.81047,-45.295,-44.335,15.195,-6.706
8.66981,-45.295,-44.17,9.163,-6.637
9.52879,-45.196,-44.17,2.638,-6.791
10.38925,-45.196,-44.17,1.261,-6.691
11.24837,-45.163,-44.137,2.134,-6.695
12.10761,-45.031,-44.037,5.394,-6.776
12.10761,-45.42992,-44.386093,13.27742
12.96789,-45.031,-44.037,7.817,-6.634
13.82762,-44.997,-44.037,9.096,-6.745
14.6922,-44.931,-43.938,9.904,-6.715
15.55431,-44.964,-43.938,10.409,-6.758
16.41335,-44.865,-43.872,10.678,-6.766
17.27203,-44.865,-43.806,10.813,-6.658
18.13194,-44.799,-43.772,2.672,-6.808
18.99042,-44.799,-43.739,4.655,-6.743
19.84948,-44.733,-43.739,6.235,-6.708
20.70939,-44.7,-43.706,7.144,-6.747
21.57208,-44.633,-43.64,8.052,-6.866
22.43323,-44.567,-43.541,2.0,-6.767
23.29234,-44.534,-43.541,0.253,-6.732
24.15345,-44.534,-43.574,-0.587,-6.732
25.01214,-44.435,-43.474,-0.822,-6.848
25.01214,-44.77674,-43.772415,5.957029
25.87681,-44.468,-43.441,-0.42,-6.782
26.73761,-44.368,-43.408,-0.084,-6.864
27.59794,-44.335,-43.375,0.287,-6.683
28.45796,-44.269,-43.276,0.387,-6.868
29.31737,-44.269,-43.209,0.152,-6.841
30.17814,-44.236,-43.209,0.018,-6.694
31.03707,-44.137,-43.209,0.186,-6.841
31.89696,-44.104,-43.209,-1.057,-6.926
32.75797,-44.07,-43.11,1.227,-6.788
33.61764,-44.037,-43.143,2.873,-6.865
34.47784,-43.971,-43.011,4.823,-6.834
35.33695,-43.905,-43.044,5.663,-6.877
36.19748,-44.004,-42.978,6.202,-6.807
37.05717,-43.872,-42.944,6.774,-6.885
37.9181,-43.806,-42.911,7.278,-6.893
37.9181,-44.13666,-43.169655,2.1640162
38.77943,-43.739,-42.878,7.413,-6.785
39.63978,-43.739,-42.779,7.547,-6.897
40.49965,-43.739,-42.779,7.615,-6.904
41.37277,-43.706,-42.713,7.884,-6.797
42.23301,-43.607,-42.646,8.052,-6.986
43.09176,-43.607,-42.613,8.153,-6.886
43.9532,-43.541,-42.613,8.086,-6.89
44.81196,-43.474,-42.613,8.086,-6.971
45.67268,-43.441,-42.514,8.389,-6.828
46.53207,-43.375,-42.448,8.725,-6.902
47.39234,-43.342,-42.448,8.355,-6.944
48.25235,-43.342,-42.414,8.221,-6.914
49.1119,-43.276,-42.315,8.288,-6.918
49.97295,-43.209,-42.315,8.456,-6.999
50.83146,-43.243,-42.315,8.389,-6.934
50.83146,-43.503063,-42.591064,8.074691
51.69395,-43.143,-42.282,8.288,-6.937
52.55392,-43.176,-42.216,8.254,-6.941
53.41398,-43.044,-42.182,8.187,-6.945
54.27394,-43.143,-42.182,8.153,-6.988
55.13586,-43.011,-42.149,8.12,-6.957
55.99645,-42.978,-42.116,8.221,-7.0
56.85579,-42.911,-42.017,8.288,-6.892
57.71613,-42.845,-42.017,8.221,-7.043
58.57708,-42.845,-41.951,8.019,-6.9
59.44395,-42.746,-41.884,7.884,-7.05
60.31449,-42.746,-41.884,7.884,-6.985
61.17901,-42.779,-41.917,7.884,-6.951
62.0394,-42.646,-41.851,7.817,-7.028
62.8995,-42.613,-41.818,7.85,-7.036
63.76316,-42.58,-41.719,7.783,-7.005
63.76316,-42.86933,-42.03224,8.05897
